"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200610","2006M10","Euro","7.718"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200611","2006M11","Euro","7.484"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200612","2006M12","Euro","7.366"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200701","2007M01","Euro","7.505"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200702","2007M02","Euro","7.725"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200703","2007M03","Euro","7.439"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200704","2007M04","Euro","7.671"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200705","2007M05","Euro","7.799"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200706","2007M06","Euro","7.679"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200707","2007M07","Euro","7.615"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200708","2007M08","Euro","7.847"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200709","2007M09","Euro","7.787"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200710","2007M10","Euro","7.679"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200711","2007M11","Euro","7.343"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200712","2007M12","Euro","7.244"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200801","2008M01","Euro","6.972"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200802","2008M02","Euro","7.175"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200803","2008M03","Euro","7.138"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200804","2008M04","Euro","6.9"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200805","2008M05","Euro","6.793"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200806","2008M06","Euro","6.979"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200807","2008M07","Euro","6.633"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200808","2008M08","Euro","6.907"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200809","2008M09","Euro","7.151"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200810","2008M10","Euro","6.899"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200811","2008M11","Euro","6.996"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200812","2008M12","Euro","6.711"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200901","2009M01","Euro","6.919"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200902","2009M02","Euro","7.134"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200903","2009M03","Euro","7.232"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200904","2009M04","Euro","7.166"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200905","2009M05","Euro","6.994"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200906","2009M06","Euro","6.941"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200907","2009M07","Euro","7.046"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200908","2009M08","Euro","7.014"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200909","2009M09","Euro","6.674"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200910","2009M10","Euro","6.394"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200911","2009M11","Euro","6.18"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200912","2009M12","Euro","6.109"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201001","2010M01","Euro","6.326"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201002","2010M02","Euro","7.009"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201003","2010M03","Euro","6.74"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201004","2010M04","Euro","6.852"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201005","2010M05","Euro","6.882"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201006","2010M06","Euro","6.642"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201007","2010M07","Euro","6.892"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201008","2010M08","Euro","6.957"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201009","2010M09","Euro","6.628"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201010","2010M10","Euro","5.848"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201011","2010M11","Euro","5.567"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201012","2010M12","Euro","5.401"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201101","2011M01","Euro","5.631"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201102","2011M02","Euro","5.497"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201103","2011M03","Euro","5.532"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201104","2011M04","Euro","5.405"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201105","2011M05","Euro","5.473"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201106","2011M06","Euro","5.629"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201107","2011M07","Euro","6.091"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201108","2011M08","Euro","6.154"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201109","2011M09","Euro","5.87"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201110","2011M10","Euro","5.632"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201111","2011M11","Euro","5.536"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","201112","2011M12","Euro","5.041"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200112","2001M12","Euro","2.482"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200201","2002M01","Euro","2.534"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200202","2002M02","Euro","2.674"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200203","2002M03","Euro","3.495"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200204","2002M04","Euro","3.509"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200205","2002M05","Euro","2.782"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200206","2002M06","Euro","2.444"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200207","2002M07","Euro","2.121"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200208","2002M08","Euro","2.108"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200209","2002M09","Euro","2.104"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200210","2002M10","Euro","2.55"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200211","2002M11","Euro","2.443"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200212","2002M12","Euro","2.567"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200301","2003M01","Euro","2.143"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200302","2003M02","Euro","2.534"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200303","2003M03","Euro","2.606"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200304","2003M04","Euro","2.782"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200305","2003M05","Euro","2.547"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200306","2003M06","Euro","2.328"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200307","2003M07","Euro","2.568"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200308","2003M08","Euro","2.605"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200309","2003M09","Euro","2.779"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200310","2003M10","Euro","2.828"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200311","2003M11","Euro","2.644"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200312","2003M12","Euro","2.446"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200401","2004M01","Euro","2.534"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200402","2004M02","Euro","2.492"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200403","2004M03","Euro","2.469"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200404","2004M04","Euro","2.556"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200405","2004M05","Euro","2.46"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200406","2004M06","Euro","2.404"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200407","2004M07","Euro","2.117"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200408","2004M08","Euro","2.393"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200409","2004M09","Euro","2.442"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200410","2004M10","Euro","2.48"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200411","2004M11","Euro","2.481"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200412","2004M12","Euro","2.525"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200501","2005M01","Euro","2.532"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200502","2005M02","Euro","2.756"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200503","2005M03","Euro","2.77"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200504","2005M04","Euro","2.811"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200505","2005M05","Euro","2.651"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200506","2005M06","Euro","2.451"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200507","2005M07","Euro","2.421"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200508","2005M08","Euro","2.394"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200509","2005M09","Euro","2.383"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200510","2005M10","Euro","2.344"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200511","2005M11","Euro","2.324"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200512","2005M12","Euro","2.358"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200601","2006M01","Euro","2.365"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200602","2006M02","Euro","2.546"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200603","2006M03","Euro","2.619"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200604","2006M04","Euro","2.592"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200605","2006M05","Euro","2.648"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200606","2006M06","Euro","2.616"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200607","2006M07","Euro","2.598"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200608","2006M08","Euro","2.61"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200609","2006M09","Euro","2.633"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200610","2006M10","Euro","2.591"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200611","2006M11","Euro","2.621"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200612","2006M12","Euro","2.626"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200701","2007M01","Euro","2.691"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200702","2007M02","Euro","2.726"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200703","2007M03","Euro","2.752"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200704","2007M04","Euro","2.844"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200705","2007M05","Euro","2.825"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200706","2007M06","Euro","2.759"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200707","2007M07","Euro","2.766"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200708","2007M08","Euro","2.364"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200709","2007M09","Euro","2.578"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200710","2007M10","Euro","2.671"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200711","2007M11","Euro","2.794"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200712","2007M12","Euro","2.844"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200801","2008M01","Euro","2.869"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200802","2008M02","Euro","2.797"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200803","2008M03","Euro","2.751"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200804","2008M04","Euro","2.855"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200805","2008M05","Euro","2.813"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200806","2008M06","Euro","2.773"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200807","2008M07","Euro","2.736"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200808","2008M08","Euro","2.791"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200809","2008M09","Euro","2.739"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200810","2008M10","Euro","2.762"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200811","2008M11","Euro","2.784"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200812","2008M12","Euro","2.819"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200901","2009M01","Euro","2.813"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200902","2009M02","Euro","2.792"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200903","2009M03","Euro","2.782"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200904","2009M04","Euro","2.825"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200905","2009M05","Euro","2.806"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200906","2009M06","Euro","2.734"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200907","2009M07","Euro","2.614"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200908","2009M08","Euro","2.477"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200909","2009M09","Euro","2.479"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200910","2009M10","Euro","2.475"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200911","2009M11","Euro","2.46"
"CPM04","National Average  Price","10490","Tomatoes per kg.","200912","2009M12","Euro","2.415"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201001","2010M01","Euro","2.457"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201002","2010M02","Euro","2.627"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201003","2010M03","Euro","2.694"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201004","2010M04","Euro","2.782"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201005","2010M05","Euro","2.854"
"CPM04","National Average  Price","10490","Tomatoes per kg.","201006","2010M06","Euro","2.742"
